latitude,longitude
41.746376,-87.550729
41.822176,-87.602524
41.857883,-87.651685
41.8744675,-87.7204239
41.727239,-87.574635
41.8307307,-87.6485424
41.687037,-87.6290263
41.7225019,-87.572744
41.780984,-87.6910072
41.8140166,-87.6663506
41.76041,-87.591179
41.9751373,-87.8415724
41.788579,-87.652573
41.7446722,-87.5509657
41.735923,-87.609473
41.765167,-87.636222
41.771358,-87.584148
41.9324623,-87.7466942
41.7802881,-87.6120522
41.782996,-87.664678
41.798177,-87.6180849
41.839271,-87.6568224
41.7622942,-87.6004879
41.6884185,-87.651146
41.7152421,-87.5646276
41.761046,-87.672567
41.8807227,-87.7256417
42.0116205,-87.6628853
41.738926,-87.562744
41.8803238,-87.7648411
41.7237525,-87.6105863
41.7237525,-87.6105863
41.7169529,-87.571321
41.748689,-87.6443369
41.899094,-87.7213036
41.7586749,-87.612292
41.723353,-87.6278339
41.90095,-87.7278089
41.770465,-87.644915
41.8651125,-87.6589404
41.751677,-87.554357
41.9654143,-87.6574531
41.9100247,-87.7094805
41.781872,-87.613591
41.6723621,-87.6393406
41.795677,-87.67227
41.8895488,-87.7480713
41.7910624,-87.6176349
41.7190675,-87.5524309
41.7918506,-87.6341168
41.931771,-87.74923
41.8651397,-87.6615235
41.7501724,-87.6829526
41.742954,-87.6877513
41.7314385,-87.5609568
41.7518883,-87.5612041
41.688692,-87.6329499
41.7414467,-87.6510553
41.97047,-87.705204
41.7863205,-87.6972578
41.9004495,-87.7532816
41.8660286,-87.733753
41.84612,-87.711517
41.773689,-87.680059
41.801867,-87.643079
41.8158117,-87.6688232
41.7855608,-87.6222531
41.9630579,-87.7135297
41.813029,-87.646375
41.7935373,-87.7011292
41.8048518,-87.6758344
41.8847209,-87.6840776
41.7939486,-87.6439534
41.7656488,-87.6184376
41.7656488,-87.6184376
41.8751816,-87.7328492
41.7680279,-87.6859704
41.771375,-87.582934
41.783309,-87.6497673
41.9732986,-87.6577513
41.7458433,-87.5989591
41.818091,-87.632729
41.8272922,-87.6314041
41.886005,-87.745783
41.7751254,-87.5888478
41.7784293,-87.6131917
41.900989,-87.725373
41.867778,-87.774576
41.8731739,-87.6864027
41.8938573,-87.7701056
41.8776993,-87.7452094
41.7427438,-87.5587931
41.903988,-87.709434
41.8849917,-87.7137177
41.768704,-87.673792
41.795369,-87.694199
41.898908,-87.74855
41.6964028,-87.6110307
41.8038273,-87.6210965
41.9408525,-87.7320967
