Name,Address,Date,Time,Neighborhood,Age,Gender,Race,Latitude,Longitude
320,"11600 S. Wallace St., Chicago, IL",9/8/2012,5:52 a.m.,West Pullman,36,Male,Black,41.6840576,-87.6373028
321,"5600 S. Michigan Ave., Chicago, IL",9/12/2012,6:28 p.m.,Washington Park,38,Male,Black,41.792726,-87.622756
322,"2500 W. Thomas St., Chicago, IL",9/13/2012,1:15 a.m.,West Town,28,Male,White,41.9014219,-87.689613
323,"12200 S. Ada St., Chicago, IL",9/14/2012,8:42 p.m.,West Pullman,35,Male,Black,41.671989,-87.655461
324,"4800 W. George St., Chicago, IL",9/15/2012,2:45 a.m.,Belmont Cragin,22,Male,White,41.9333675,-87.7467248
325,"900 N. Drake Ave., Chicago, IL",9/15/2012,1:13 a.m.,Humboldt Park,26,Male,Black,41.897417,-87.715506
326,"1300 N. Latrobe Ave., Chicago, IL",9/16/2012,8:07 a.m.,Austin,22,Male,Black,41.9040591,-87.7570281
327,"4500 S. Lavergne Ave., Chicago, IL",9/17/2012,1:05 a.m.,Garfield Ridge,25,Male,Black,41.811075,-87.748493
328,"5900 S. Normal Blvd., Chicago, IL",9/17/2012,3:34 p.m.,Englewood,26,Male,Black,41.7871288,-87.6376836
329,"5600 N. Winthrop Ave., Chicago, IL",9/18/2012,6:06 a.m.,Edgewater,21,Male,Black,41.9836851,-87.6580351
330,"6800 S. Calumet Ave., Chicago, IL",9/19/2012,7:25 p.m.,Greater Grand Crossing,23,Male,Black,41.7710966,-87.617012
331,"200 W. 106th St., Chicago, IL",9/20/2012,11:13 p.m.,Roseland,28,Male,Black,41.7016446,-87.6281802
332,"3200 W. LeMoyne St., Chicago, IL",9/21/2012,12:17 a.m.,West Town,25,Male,White,41.9083079,-87.7069537
333,"1 W. 122nd St., Chicago, IL",9/22/2012,2:05 a.m.,West Pullman,18,Male,Black,41.6725271,-87.6224989
334,"1600 E. 91st St., Chicago, IL",9/22/2012,5:14 p.m.,Calumet Heights,25,Male,Black,41.7296244,-87.5850175
335,"900 W. 87th St., Chicago, IL",9/22/2012,8:02 p.m.,Auburn Gresham,29,Male,Black,41.7360468,-87.6462865
336,"8800 S. Cottage Grove Ave., Chicago, IL",9/24/2012,9:55 p.m.,Chatham,29,Male,Black,41.73469,-87.605184
337,"6500 S. California Ave., Chicago, IL",9/24/2012,11 a.m.,Chicago Lawn,28,Male,Black,41.775337,-87.693634
338,"11800 S. Lafayette Ave., Chicago, IL",9/24/2012,9:33 p.m.,Roseland,26,Male,Black,41.6798147,-87.6239683
339,"400 W. 120th St., Chicago, IL",9/25/2012,3:24 a.m.,West Pullman,25,Female,Black,41.6761046,-87.6322453
340,"400 W. 120th St., Chicago, IL",9/25/2012,3:24 a.m.,West Pullman,38,Male,Black,41.6761046,-87.6322453
341,"6100 S. Woodlawn Ave., Chicago, IL",9/25/2012,10:45 a.m.,Woodlawn,36,Male,Black,41.784017,-87.596716
342,"8700 S. Marquette Ave., Chicago, IL",9/25/2012,8:50 p.m.,South Chicago,22,Male,Black,41.7371086,-87.5587798
343,"8200 S. Houston Ave., Chicago, IL",9/26/2012,3 a.m.,South Chicago,20,Male,White,41.746376,-87.550729
344,"4000 S. Lake Park Ave., Chicago, IL",9/26/2012,7:07 p.m.,Oakland,17,Male,Black,41.822176,-87.602524
345,"1800 S. Morgan St., Chicago, IL",9/27/2012,7:51 p.m.,Lower West Side,19,Male,White,41.857883,-87.651685
346,"3800 W. Congress Parkway, Chicago, IL",9/28/2012,8:47 p.m.,West Garfield Park,33,Male,Black,41.8744675,-87.7204239
